Trial,E-Greedy Cumulative Reward,Thompson Sampling Cumulative Reward
4754,484,3327
4755,484,3328
4756,484,3329
4757,484,3330
4758,484,3331
4759,484,3332
4760,484,3333
4761,484,3333
4762,484,3334
4763,484,3334
4764,484,3334
4765,484,3335
4766,484,3336
4767,484,3336
4768,484,3337
4769,485,3337
4770,485,3338
4771,485,3339
4772,485,3340
4773,485,3341
4774,485,3342
4775,485,3343
4776,485,3343
4777,485,3344
4778,485,3345
4779,485,3346
4780,485,3347
4781,485,3348
4782,485,3348
4783,485,3349
4784,485,3350
4785,485,3351
4786,485,3352
4787,485,3353
4788,485,3354
4789,485,3355
4790,485,3356
4791,485,3357
4792,485,3358
4793,485,3359
4794,485,3360
4795,485,3361
4796,485,3362
4797,485,3362
4798,485,3363
4799,485,3363
4800,485,3364
4801,485,3365
4802,485,3366
4803,485,3366
4804,485,3367
4805,485,3367
4806,485,3367
4807,485,3367
4808,485,3367
4809,485,3368
4810,485,3369
4811,485,3370
4812,485,3370
4813,485,3371
4814,485,3372
4815,485,3373
4816,485,3373
4817,485,3373
4818,485,3373
4819,485,3374
4820,485,3375
4821,485,3376
4822,485,3377
4823,486,3378
4824,487,3379
4825,487,3380
4826,487,3381
4827,487,3382
4828,487,3383
4829,487,3384
4830,487,3384
4831,487,3385
4832,487,3386
4833,487,3387
4834,487,3388
4835,487,3389
4836,487,3390
4837,488,3391
4838,488,3391
4839,488,3392
4840,488,3393
4841,488,3393
4842,488,3394
4843,488,3395
4844,488,3395
4845,488,3395
4846,488,3395
4847,488,3395
4848,488,3396
4849,488,3397
4850,488,3397
4851,488,3398
4852,488,3399
4853,488,3399
4854,488,3400
4855,488,3400
4856,488,3401
4857,488,3402
4858,488,3403
4859,488,3403
4860,488,3403
4861,488,3404
4862,489,3405
4863,489,3406
4864,489,3407
4865,489,3408
4866,489,3408
4867,489,3408
4868,489,3409
4869,489,3410
4870,490,3411
4871,490,3411
4872,491,3411
4873,491,3412
4874,491,3413
4875,491,3414
4876,492,3414
4877,492,3415
4878,492,3416
4879,493,3417
4880,493,3418
4881,493,3419
4882,493,3419
4883,493,3420
4884,493,3420
4885,493,3421
4886,493,3421
4887,493,3422
4888,493,3422
4889,493,3422
4890,493,3423
4891,493,3424
4892,493,3425
4893,493,3426
4894,493,3426
4895,493,3426
4896,493,3426
4897,493,3427
4898,493,3428
4899,493,3429
4900,493,3430
4901,493,3430
4902,493,3431
4903,493,3432
4904,493,3433
4905,493,3434
4906,493,3435
4907,493,3436
4908,493,3437
4909,493,3438
4910,493,3439
4911,494,3440
4912,494,3441
4913,494,3442
4914,494,3443
4915,494,3444
4916,494,3445
4917,494,3446
4918,494,3447
4919,494,3448
4920,494,3449
4921,494,3450
4922,494,3451
4923,494,3452
4924,494,3453
4925,494,3454
4926,494,3455
4927,494,3456
4928,494,3457
4929,494,3458
4930,494,3459
4931,495,3459
4932,495,3460
4933,495,3461
4934,495,3462
4935,496,3462
4936,496,3463
4937,497,3464
4938,497,3465
4939,498,3466
4940,499,3467
4941,499,3468
4942,500,3469
4943,500,3470
4944,500,3471
4945,501,3472
4946,501,3472
4947,501,3473
4948,501,3474
4949,501,3474
4950,501,3475
4951,501,3476
4952,501,3477
4953,501,3478
4954,501,3478
4955,501,3479
4956,501,3480
4957,502,3481
4958,502,3481
4959,502,3482
4960,502,3483
4961,502,3484
4962,502,3485
4963,502,3486
4964,502,3487
4965,502,3488
4966,502,3489
4967,502,3490
4968,502,3491
4969,502,3492
4970,502,3493
4971,503,3493
4972,503,3494
4973,503,3494
4974,503,3495
4975,503,3496
4976,503,3496
4977,503,3497
4978,503,3498
4979,503,3499
4980,503,3500
4981,503,3501
4982,503,3501
4983,503,3502
4984,503,3503
4985,503,3504
4986,503,3505
4987,503,3505
4988,503,3506
4989,503,3507
4990,504,3508
4991,504,3509
4992,504,3509
4993,504,3509
4994,504,3510
4995,505,3511
4996,505,3512
4997,505,3513
4998,506,3514
4999,506,3515
5000,506,3516
5001,506,3517
5002,506,3518
5003,506,3519
5004,506,3520
5005,506,3521
5006,506,3522
5007,506,3522
5008,506,3523
5009,506,3524
5010,506,3525
5011,506,3526
5012,506,3527
5013,506,3528
5014,506,3529
5015,506,3530
5016,506,3531
5017,506,3532
5018,506,3533
5019,507,3534
5020,507,3534
5021,507,3535
5022,507,3536
5023,508,3536
5024,508,3537
5025,508,3537
5026,508,3538
5027,508,3539
5028,508,3540
5029,508,3541
5030,508,3541
5031,508,3541
5032,508,3542
5033,508,3543
5034,508,3544
5035,509,3545
5036,509,3546
5037,509,3547
5038,509,3548
5039,509,3549
5040,509,3550
5041,510,3551
5042,510,3552
5043,510,3553
5044,510,3554
5045,510,3555
5046,510,3556
5047,510,3557
5048,510,3557
5049,510,3557
5050,511,3558
5051,511,3558
5052,511,3559
5053,511,3560
5054,511,3560
5055,511,3561
5056,511,3562
5057,511,3563
5058,511,3564
5059,512,3565
5060,512,3566
5061,512,3567
5062,512,3568
5063,512,3568
5064,512,3569
5065,513,3570
5066,513,3571
5067,513,3572
5068,514,3572
5069,514,3572
5070,514,3572
5071,514,3572
5072,514,3573
5073,514,3573
5074,514,3573
5075,515,3574
5076,515,3575
5077,515,3576
5078,515,3577
5079,515,3578
5080,515,3579
5081,515,3580
5082,515,3580
5083,516,3580
5084,516,3581
5085,516,3582
5086,516,3583
5087,516,3583
5088,516,3583
5089,516,3584
5090,516,3585
5091,516,3586
5092,516,3587
5093,516,3588
5094,516,3589
5095,516,3590
5096,516,3590
5097,516,3590
5098,516,3590
5099,516,3591
5100,516,3591
5101,516,3592
5102,516,3593
5103,516,3594
5104,516,3594
5105,516,3594
5106,516,3594
5107,516,3595
5108,516,3595
5109,516,3595
5110,516,3596
5111,516,3597
5112,516,3598
5113,516,3598
5114,516,3598
5115,516,3598
5116,516,3599
5117,516,3599
5118,516,3600
5119,516,3601
5120,516,3601
5121,517,3602
5122,517,3603
5123,517,3603
5124,517,3604
5125,517,3605
5126,517,3606
5127,517,3607
5128,517,3608
5129,517,3609
5130,517,3609
5131,518,3610
5132,518,3611
5133,518,3611
5134,518,3612
5135,518,3613
5136,518,3614
5137,518,3615
5138,518,3615
5139,518,3615
5140,518,3616
5141,518,3617
5142,518,3617
5143,518,3618
5144,518,3618
5145,518,3619
5146,518,3620
5147,518,3621
5148,518,3622
5149,518,3623
5150,518,3623
5151,518,3624
5152,519,3624
5153,519,3625
5154,519,3626
5155,519,3627
5156,519,3628
5157,519,3629
5158,519,3629
5159,519,3630
5160,519,3631
5161,519,3631
5162,519,3631
5163,520,3631
5164,520,3631
5165,521,3632
5166,521,3633
5167,521,3634
5168,521,3635
5169,521,3636
5170,521,3637
5171,522,3638
5172,523,3638
5173,523,3638
5174,523,3639
5175,523,3640
5176,523,3641
5177,523,3642
5178,524,3643
5179,524,3644
5180,524,3645
5181,524,3645
5182,524,3646
5183,524,3647
5184,524,3648
5185,524,3649
5186,524,3650
5187,524,3650
5188,524,3651
5189,524,3652
5190,525,3652
5191,525,3652
5192,525,3653
5193,525,3653
5194,526,3654
5195,526,3655
5196,527,3655
5197,528,3656
5198,528,3657
5199,528,3657
5200,528,3658
5201,528,3658
5202,528,3659
5203,528,3660
5204,528,3660
5205,528,3661
5206,528,3661
5207,528,3661
5208,529,3662
5209,529,3662
5210,529,3663
5211,529,3664
5212,529,3665
5213,529,3665
5214,529,3666
5215,529,3667
5216,529,3668
5217,529,3669
5218,529,3669
5219,529,3669
5220,529,3669
5221,529,3670
5222,529,3671
5223,529,3672
5224,529,3673
5225,529,3674
5226,529,3675
5227,529,3676
5228,530,3677
5229,531,3677
5230,531,3678
5231,531,3679
5232,531,3679
5233,531,3680
5234,531,3681
5235,531,3681
5236,531,3682
5237,531,3683
5238,532,3683
5239,533,3684
5240,533,3685
5241,533,3685
5242,533,3685
5243,533,3686
5244,533,3687
5245,533,3688
5246,533,3688
5247,533,3689
5248,533,3690
5249,533,3691
5250,533,3691
5251,533,3691
5252,533,3692
5253,533,3692
5254,533,3692
5255,533,3693
5256,534,3694
5257,534,3694
5258,535,3695
5259,535,3696
5260,535,3697
5261,535,3698
5262,535,3699
5263,535,3700
5264,535,3701
5265,535,3702
5266,535,3702
5267,535,3703
5268,535,3704
5269,535,3705
5270,535,3706
5271,535,3707
5272,535,3708
5273,535,3709
5274,535,3710
5275,535,3710
5276,535,3711
5277,535,3712
5278,535,3712
5279,536,3713
5280,536,3714
5281,536,3715
5282,536,3716
5283,536,3716
5284,536,3716
5285,536,3716
5286,536,3716
5287,536,3717
5288,536,3717
5289,536,3718
5290,536,3718
5291,536,3719
5292,536,3719
5293,536,3720
5294,537,3720
5295,538,3720
5296,538,3721
5297,539,3722
5298,539,3722
5299,539,3723
5300,539,3723
5301,539,3723
5302,539,3724
5303,539,3725
5304,539,3726
5305,539,3727
5306,539,3727
5307,539,3728
5308,539,3729
5309,539,3730
5310,539,3730
5311,539,3730
5312,539,3731
5313,540,3732
5314,540,3733
5315,540,3734
5316,540,3735
5317,540,3736
5318,540,3737
5319,540,3737
5320,540,3738
5321,540,3739
5322,540,3740
5323,540,3741
5324,540,3742
5325,540,3743
5326,540,3743
5327,540,3743
5328,540,3744
5329,540,3744
5330,540,3744
5331,540,3744
5332,540,3745
5333,540,3745
5334,540,3746
5335,540,3747
5336,540,3747
5337,540,3748
5338,540,3749
5339,540,3749
5340,540,3749
5341,540,3749
5342,540,3750
5343,540,3750
5344,540,3751
5345,540,3751
5346,540,3751
5347,540,3752
5348,540,3753
5349,540,3753
5350,540,3754
5351,540,3755
5352,540,3756
5353,540,3757
5354,540,3758
5355,540,3758
5356,540,3758
5357,540,3758
5358,540,3759
5359,540,3760
5360,540,3761
5361,540,3762
5362,540,3763
5363,540,3764
5364,540,3765
5365,540,3766
5366,540,3766
5367,540,3766
5368,540,3767
5369,540,3767
5370,540,3768
5371,540,3769
5372,540,3769
5373,540,3770
5374,540,3771
5375,540,3772
5376,540,3773
5377,540,3773
5378,540,3774
5379,541,3775
5380,541,3776
5381,541,3776
5382,541,3776
5383,541,3777
5384,541,3777
5385,541,3777
5386,541,3777
5387,541,3778
5388,541,3779
5389,541,3780
5390,541,3781
5391,541,3782
5392,542,3783
5393,542,3784
5394,542,3785
5395,543,3785
5396,544,3785
5397,544,3785
5398,544,3785
5399,544,3786
5400,544,3787
5401,544,3788
5402,544,3788
5403,544,3789
5404,545,3790
5405,545,3791
5406,546,3791
5407,546,3792
5408,546,3792
5409,546,3793
5410,546,3794
5411,546,3795
5412,546,3796
5413,546,3797
5414,546,3797
5415,546,3798
5416,546,3799
5417,546,3800
5418,546,3801
5419,546,3801
5420,546,3802
5421,546,3803
5422,546,3804
5423,546,3804
5424,546,3805
5425,547,3805
5426,547,3806
5427,547,3806
5428,547,3807
5429,547,3808
5430,547,3809
5431,547,3810
5432,547,3811
5433,547,3811
5434,548,3812
5435,548,3813
5436,548,3813
5437,548,3814
5438,548,3814
5439,548,3814
5440,549,3814
5441,549,3814
5442,549,3815
5443,549,3816
5444,549,3817
5445,550,3818
5446,550,3819
5447,550,3820
5448,550,3820
5449,550,3821
5450,550,3822
5451,550,3823
5452,550,3823
5453,550,3824
5454,550,3825
5455,550,3825
5456,550,3826
5457,550,3827
5458,550,3828
5459,550,3828
5460,550,3829
5461,550,3830
5462,550,3831
5463,550,3831
5464,550,3832
5465,550,3833
5466,550,3834
5467,550,3835
5468,551,3835
5469,551,3836
5470,551,3836
5471,551,3837
5472,551,3838
5473,551,3839
5474,551,3840
5475,551,3841
5476,551,3842
5477,551,3843
5478,551,3843
5479,552,3844
5480,552,3845
5481,552,3845
5482,552,3846
5483,552,3846
5484,552,3846
5485,553,3847
5486,553,3847
5487,553,3848
5488,553,3848
5489,553,3849
5490,554,3849
5491,554,3849
5492,554,3850
5493,555,3851
5494,555,3852
5495,555,3853
5496,555,3854
5497,555,3854
5498,555,3854
5499,555,3854
5500,555,3855
5501,555,3856
5502,555,3857
5503,556,3857
5504,556,3857
5505,556,3857
5506,556,3858
5507,556,3858
5508,556,3859
5509,556,3860
5510,556,3861
5511,556,3862
5512,556,3863
5513,556,3863
5514,556,3864
5515,556,3864
5516,556,3865
5517,556,3866
5518,556,3867
5519,556,3868
5520,556,3869
5521,556,3870
5522,556,3871
5523,556,3872
5524,556,3873
5525,556,3873
5526,556,3873
5527,556,3874
5528,557,3875
5529,557,3876
5530,557,3877
5531,557,3878
5532,557,3879
5533,558,3880
5534,558,3881
5535,558,3882
5536,559,3883
5537,559,3883
5538,560,3884
5539,560,3884
5540,560,3884
5541,560,3884
5542,560,3885
5543,560,3885
5544,560,3885
5545,560,3886
5546,560,3886
5547,560,3887
5548,560,3888
5549,560,3888
5550,561,3889
5551,561,3890
5552,561,3890
5553,561,3890
5554,561,3891
5555,561,3892
5556,561,3893
5557,561,3894
5558,561,3894
5559,561,3895
5560,561,3895
5561,562,3895
5562,562,3895
5563,562,3896
5564,562,3896
5565,562,3897
5566,562,3897
5567,563,3898
5568,563,3898
5569,563,3899
5570,563,3899
5571,564,3900
5572,564,3900
5573,564,3901
5574,564,3901
5575,564,3902
5576,564,3902
5577,564,3903
5578,564,3904
5579,565,3905
5580,565,3906
5581,565,3907
5582,566,3907
5583,566,3908
5584,566,3909
5585,567,3910
5586,568,3911
5587,568,3912
5588,568,3912
5589,568,3913
5590,568,3914
5591,569,3915
5592,569,3916
5593,569,3916
5594,569,3916
5595,569,3916
5596,569,3917
5597,569,3918
5598,569,3918
5599,569,3918
5600,569,3919
5601,569,3920
5602,569,3920
5603,570,3921
5604,570,3922
5605,570,3922
5606,570,3922
5607,570,3922
5608,570,3923
5609,570,3924
5610,570,3924
5611,570,3924
5612,570,3925
5613,570,3926
5614,570,3927
5615,570,3928
5616,570,3928
5617,570,3928
5618,570,3929
5619,570,3930
5620,570,3931
5621,570,3931
5622,570,3932
5623,570,3933
5624,570,3933
5625,570,3933
5626,570,3934
5627,570,3935
5628,570,3936
5629,570,3936
5630,570,3936
5631,571,3937
5632,572,3937
5633,572,3937
5634,572,3938
5635,572,3938
5636,573,3939
5637,573,3940
5638,573,3940
5639,574,3941
5640,574,3942
5641,574,3942
5642,574,3943
5643,574,3944
5644,574,3944
5645,574,3945
5646,574,3946
5647,574,3947
5648,575,3947
5649,575,3948
5650,575,3948
5651,575,3948
5652,575,3949
5653,575,3949
5654,575,3950
5655,575,3951
5656,576,3952
5657,576,3953
5658,576,3953
5659,576,3954
5660,576,3955
5661,576,3956
5662,577,3957
5663,577,3957
5664,577,3957
5665,577,3957
5666,577,3958
5667,577,3959
5668,577,3960
5669,577,3961
5670,578,3962
5671,578,3962
5672,578,3963
5673,578,3964
5674,578,3965
5675,578,3966
5676,578,3966
5677,578,3967
5678,578,3968
5679,579,3969
5680,579,3970
5681,579,3971
5682,579,3972
5683,579,3973
5684,579,3974
5685,579,3975
5686,579,3975
5687,579,3975
5688,579,3976
5689,579,3976
5690,579,3977
5691,579,3978
5692,579,3979
5693,579,3980
5694,579,3980
5695,579,3981
5696,579,3982
5697,579,3982
5698,579,3982
5699,579,3983
5700,580,3983
5701,580,3984
5702,580,3984
5703,580,3985
5704,580,3985
5705,580,3985
5706,580,3986
5707,580,3986
5708,580,3987
5709,580,3988
5710,581,3988
5711,581,3989
5712,581,3989
5713,581,3989
5714,581,3990
5715,581,3991
5716,581,3992
5717,581,3993
5718,581,3993
5719,581,3994
5720,581,3994
5721,581,3995
5722,581,3995
5723,581,3995
5724,581,3996
5725,581,3997
5726,581,3998
5727,581,3998
5728,581,3998
5729,581,3999
5730,581,4000
5731,581,4001
5732,581,4002
5733,581,4002
5734,582,4002
5735,582,4003
5736,582,4003
5737,582,4004
5738,582,4004
5739,582,4005
5740,582,4006
5741,582,4006
5742,582,4007
5743,582,4007
5744,582,4008
5745,582,4009
5746,582,4010
5747,582,4011
5748,582,4011
5749,582,4012
5750,582,4013
5751,583,4014
5752,583,4014
5753,583,4015
5754,584,4015
5755,585,4016
5756,585,4017
5757,586,4018
5758,586,4019
5759,586,4020
5760,586,4021
5761,586,4022
5762,586,4023
5763,586,4024
5764,586,4025
5765,586,4026
5766,586,4027
5767,586,4028
5768,586,4029
5769,587,4029
5770,588,4030
5771,588,4031
5772,588,4032
5773,589,4033
5774,589,4034
5775,589,4035
5776,589,4036
5777,589,4037
5778,589,4037
5779,589,4037
5780,589,4038
5781,589,4039
5782,589,4040
5783,589,4041
5784,589,4042
5785,589,4043
5786,589,4044
5787,589,4045
5788,589,4046
5789,589,4046
5790,589,4046
5791,589,4047
5792,589,4048
5793,590,4049
5794,590,4050
5795,590,4050
5796,590,4051
5797,590,4052
5798,591,4052
5799,591,4053
5800,591,4054
5801,591,4055
5802,591,4056
5803,591,4057
5804,592,4057
5805,592,4057
5806,592,4058
5807,592,4058
5808,592,4058
5809,592,4059
5810,592,4060
5811,592,4060
5812,592,4060
5813,592,4061
5814,592,4062
5815,592,4063
5816,592,4064
5817,592,4065
5818,592,4066
5819,592,4067
5820,592,4068
5821,592,4069
5822,592,4070
5823,592,4071
5824,592,4071
5825,593,4071
5826,594,4072
5827,594,4073
5828,594,4074
5829,594,4075
5830,594,4076
5831,594,4077
5832,594,4078
5833,595,4079
5834,595,4080
5835,595,4081
5836,596,4082
5837,596,4083
5838,596,4084
5839,596,4085
5840,596,4086
5841,596,4087
5842,596,4088
5843,597,4089
5844,597,4090
5845,597,4091
5846,597,4092
5847,597,4092
5848,597,4092
5849,597,4093
5850,597,4093
5851,597,4093
5852,597,4094
5853,597,4094
5854,597,4095
5855,597,4095
5856,597,4095
5857,597,4095
5858,597,4095
5859,597,4096
5860,598,4097
5861,598,4097
5862,599,4098
5863,599,4098
5864,599,4099
5865,599,4100
5866,599,4101
5867,599,4102
5868,599,4103
5869,599,4104
5870,599,4105
5871,599,4106
5872,599,4106
5873,599,4107
5874,599,4108
5875,599,4109
5876,599,4110
5877,599,4111
5878,599,4111
5879,599,4112
5880,599,4113
5881,599,4114
5882,599,4115
5883,599,4116
5884,599,4116
5885,599,4117
5886,600,4117
5887,600,4117
5888,600,4118
5889,600,4118
5890,600,4119
5891,601,4119
5892,601,4120
5893,601,4121
5894,601,4122
5895,601,4123
5896,601,4124
5897,601,4124
5898,602,4125
5899,602,4125
5900,602,4126
5901,602,4127
5902,603,4127
5903,603,4127
5904,603,4128
5905,603,4129
5906,603,4130
5907,603,4131
5908,603,4131
5909,603,4132
5910,603,4132
5911,603,4133
5912,603,4133
5913,603,4134
5914,603,4135
5915,603,4136
5916,603,4136
5917,603,4137
5918,603,4138
5919,603,4138
5920,603,4138
5921,603,4139
5922,603,4140
5923,603,4141
5924,603,4142
5925,603,4143
5926,603,4144
5927,603,4145
5928,603,4146
5929,604,4147
5930,604,4147
5931,604,4147
5932,604,4147
5933,604,4148
5934,604,4149
5935,604,4150
5936,604,4151
5937,605,4152
5938,605,4153
5939,605,4154
5940,605,4155
5941,605,4155
5942,605,4155
5943,605,4156
5944,605,4157
5945,605,4158
5946,605,4159
5947,605,4160
5948,605,4161
5949,605,4161
5950,605,4162
5951,605,4163
5952,606,4163
5953,606,4164
5954,606,4165
5955,606,4166
5956,606,4166
5957,607,4167
5958,607,4168
5959,608,4169
5960,608,4169
5961,608,4170
5962,608,4170
5963,608,4170
5964,608,4171
5965,608,4172
5966,609,4173
5967,609,4174
5968,610,4174
5969,611,4175
5970,611,4175
5971,611,4176
5972,611,4177
5973,611,4178
5974,611,4178
5975,611,4179
5976,611,4180
5977,612,4181
5978,612,4182
5979,612,4183
5980,612,4183
5981,613,4184
5982,613,4185
5983,613,4186
5984,613,4187
5985,613,4188
5986,613,4188
5987,613,4189
5988,613,4190
5989,613,4191
5990,613,4192
5991,614,4192
5992,614,4193
5993,614,4193
5994,614,4194
5995,614,4195
5996,614,4195
5997,614,4196
5998,615,4197
5999,615,4197
6000,615,4197
6001,615,4198
6002,615,4199
6003,615,4200
6004,615,4201
6005,615,4202
6006,615,4202
6007,615,4203
6008,615,4204
6009,616,4205
6010,616,4205
6011,616,4205
6012,616,4205
6013,617,4206
6014,617,4207
6015,617,4207
6016,617,4207
6017,617,4207
6018,617,4208
6019,618,4208
6020,618,4209
6021,618,4210
6022,618,4210
6023,618,4211
6024,618,4212
6025,618,4213
6026,619,4213
6027,619,4214
6028,620,4215
6029,620,4215
6030,620,4216
6031,620,4217
6032,620,4218
6033,620,4219
6034,621,4219
6035,621,4220
6036,621,4220
6037,621,4220
6038,621,4221
6039,622,4222
6040,622,4223
6041,622,4224
6042,622,4224
6043,622,4224
6044,623,4225
6045,623,4226
6046,623,4227
6047,623,4228
6048,623,4229
6049,624,4230
6050,624,4231
6051,624,4232
6052,624,4233
6053,624,4234
6054,624,4235
6055,624,4236
6056,624,4236
6057,624,4237
6058,624,4237
6059,624,4238
6060,624,4238
6061,624,4239
6062,624,4240
6063,624,4241
6064,624,4242
6065,624,4243
6066,624,4244
6067,624,4245
6068,624,4246
6069,624,4246
6070,624,4247
6071,624,4248
6072,624,4249
6073,624,4249
6074,624,4250
6075,624,4251
6076,624,4251
6077,624,4252
6078,624,4252
6079,624,4253
6080,624,4254
6081,624,4255
6082,624,4256
6083,624,4257
6084,624,4258
6085,624,4259
6086,624,4260
6087,624,4261
6088,624,4261
6089,624,4262
6090,624,4263
6091,624,4263
6092,624,4264
6093,624,4264
6094,624,4264
6095,624,4265
6096,624,4266
6097,624,4267
6098,625,4267
6099,625,4267
6100,625,4268
6101,625,4269
6102,625,4270
6103,625,4271
6104,625,4272
6105,625,4273
6106,625,4273
6107,625,4273
6108,626,4274
6109,626,4274
6110,626,4275
6111,626,4276
6112,626,4277
6113,626,4277
6114,626,4278
6115,626,4278
6116,626,4279
6117,626,4280
6118,626,4281
6119,627,4282
6120,627,4283
6121,627,4284
6122,627,4284
6123,627,4284
6124,627,4284
6125,627,4285
6126,627,4286
6127,627,4286
6128,627,4286
6129,627,4287
6130,627,4288
6131,627,4288
6132,627,4289
6133,627,4289
6134,627,4290
6135,627,4291
6136,627,4292
6137,627,4292
6138,627,4293
6139,628,4294
6140,628,4294
6141,628,4295
6142,628,4296
6143,628,4297
6144,628,4297
6145,628,4298
6146,628,4299
6147,628,4299
6148,628,4299
6149,628,4300
6150,628,4301
6151,628,4302
6152,628,4302
6153,628,4303
6154,628,4303
6155,628,4303
6156,628,4304
6157,628,4305
6158,628,4306
6159,628,4306
6160,628,4307
6161,628,4308
6162,628,4309
6163,628,4310
6164,628,4311
6165,628,4311
6166,628,4312
6167,628,4313
6168,628,4314
6169,628,4315
6170,628,4315
6171,628,4316
6172,628,4317
6173,628,4318
6174,628,4318
6175,628,4318
6176,628,4319
6177,628,4320
6178,628,4321
6179,628,4321
6180,628,4322
6181,628,4322
6182,628,4323
6183,628,4324
6184,628,4324
6185,628,4324
6186,628,4325
6187,628,4326
6188,628,4327
6189,628,4328
6190,628,4328
6191,628,4329
6192,628,4330
6193,628,4330
6194,629,4330
6195,629,4331
6196,630,4332
6197,630,4332
6198,630,4332
6199,630,4333
6200,630,4334
6201,630,4335
6202,630,4335
6203,630,4336
6204,630,4336
6205,630,4337
6206,630,4338
6207,630,4339
6208,630,4340
6209,630,4341
6210,630,4342
6211,631,4343
6212,631,4343
6213,631,4343
6214,631,4344
6215,631,4345
6216,631,4345
6217,631,4346
6218,631,4346
6219,631,4347
6220,631,4348
6221,631,4349
6222,631,4350
6223,631,4351
6224,632,4352
6225,632,4352
6226,632,4352
6227,632,4352
6228,632,4353
6229,632,4354
6230,632,4354
6231,632,4355
6232,632,4356
6233,632,4357
6234,632,4357
6235,633,4358
6236,633,4359
6237,633,4360
6238,633,4361
6239,633,4362
6240,633,4363
6241,633,4364
6242,633,4364
6243,634,4365
6244,634,4366
6245,634,4366
6246,634,4367
6247,634,4367
6248,634,4368
6249,635,4369
6250,635,4370
6251,635,4370
6252,635,4371
6253,635,4372
6254,636,4372
6255,636,4373
6256,637,4373
6257,637,4373
6258,637,4374
6259,637,4374
6260,637,4375
6261,637,4375
6262,638,4376
6263,638,4377
6264,638,4377
6265,638,4378
6266,638,4379
6267,638,4380
6268,638,4380
6269,638,4380
6270,638,4381
6271,638,4382
6272,638,4383
6273,639,4384
6274,639,4385
6275,639,4385
6276,639,4386
6277,639,4387
6278,639,4388
6279,640,4389
6280,640,4390
6281,640,4391
6282,640,4392
6283,641,4393
6284,641,4394
6285,641,4395
6286,642,4396
6287,642,4397
6288,642,4398
6289,643,4398
6290,644,4398
6291,644,4399
6292,644,4400
6293,644,4400
6294,644,4401
6295,644,4401
6296,644,4402
6297,644,4403
6298,644,4403
6299,644,4404
6300,644,4405
6301,644,4406
6302,644,4406
6303,644,4407
6304,645,4407
6305,645,4407
6306,646,4408
6307,646,4409
6308,646,4410
6309,646,4411
6310,646,4412
6311,646,4413
6312,646,4414
6313,647,4415
6314,648,4415
6315,648,4416
6316,648,4416
6317,648,4417
6318,648,4417
6319,648,4418
6320,648,4419
6321,648,4420
6322,649,4421
6323,649,4422
6324,649,4422
6325,649,4423
6326,649,4424
6327,649,4425
6328,649,4426
6329,649,4427
6330,649,4428
6331,649,4428
6332,650,4428
6333,650,4428
6334,650,4429
6335,650,4429
6336,650,4430
6337,650,4431
6338,650,4431
6339,650,4431
6340,650,4432
6341,650,4433
6342,650,4434
6343,650,4435
6344,650,4435
6345,650,4436
6346,650,4437
6347,650,4437
6348,650,4437
6349,650,4438
6350,650,4439
6351,650,4440
6352,650,4441
6353,650,4442
6354,650,4442
6355,650,4443
6356,650,4444
6357,650,4445
6358,650,4445
6359,650,4446
6360,650,4447
6361,651,4448
6362,651,4449
6363,652,4449
6364,652,4450
6365,652,4451
6366,652,4452
6367,652,4453
6368,652,4454
6369,652,4454
6370,652,4454
6371,652,4454
6372,652,4455
6373,652,4456
6374,652,4457
6375,652,4457
6376,652,4457
6377,652,4458
6378,652,4458
6379,652,4459
6380,652,4460
6381,652,4461
6382,652,4461
6383,652,4462
6384,652,4463
6385,652,4464
6386,652,4465
6387,652,4465
6388,652,4466
6389,652,4467
6390,652,4468
6391,652,4469
6392,652,4469
6393,653,4469
6394,653,4470
6395,653,4471
6396,653,4472
6397,653,4472
6398,653,4473
6399,653,4474
6400,653,4475
6401,653,4476
6402,653,4477
6403,653,4477
6404,653,4478
6405,654,4479
6406,654,4479
6407,654,4480
6408,654,4481
6409,654,4482
6410,654,4483
6411,654,4484
6412,654,4485
6413,654,4486
6414,655,4486
6415,655,4486
6416,655,4487
6417,655,4488
6418,655,4489
6419,655,4490
6420,655,4491
6421,655,4492
6422,655,4493
6423,655,4494
6424,655,4494
6425,655,4495
6426,655,4496
6427,655,4496
6428,655,4496
6429,655,4497
6430,656,4497
6431,656,4498
6432,656,4498
6433,656,4499
6434,656,4500
6435,656,4500
6436,656,4501
6437,657,4502
6438,658,4503
6439,658,4504
6440,658,4505
6441,658,4506
6442,658,4507
6443,658,4507
6444,658,4508
6445,658,4508
6446,658,4509
6447,658,4510
6448,658,4511
6449,658,4511
6450,659,4511
6451,659,4511
6452,660,4512
6453,660,4513
6454,660,4514
6455,660,4515
6456,660,4516
6457,661,4517
6458,661,4517
6459,661,4518
6460,661,4519
6461,661,4520
6462,662,4521
6463,662,4522
6464,662,4522
6465,662,4523
6466,662,4523
6467,662,4524
6468,662,4525
6469,662,4526
6470,662,4527
6471,662,4528
6472,662,4529
6473,663,4530
6474,664,4531
6475,664,4531
6476,664,4532
6477,664,4532
6478,665,4532
6479,665,4533
6480,665,4533
6481,665,4533
6482,665,4534
6483,666,4535
6484,666,4536
6485,666,4536
6486,666,4537
6487,666,4538
6488,666,4539
6489,666,4540
6490,666,4541
6491,666,4542
6492,667,4543
6493,667,4543
6494,667,4544
6495,667,4544
6496,667,4544
6497,667,4545
6498,667,4545
