Trial,E-Greedy Cumulative Reward,Thompson Sampling Cumulative Reward
11003,1108,7666
11004,1108,7666
11005,1109,7667
11006,1109,7668
11007,1109,7669
11008,1109,7670
11009,1109,7671
11010,1109,7671
11011,1109,7672
11012,1109,7673
11013,1110,7674
11014,1110,7675
11015,1110,7676
11016,1110,7677
11017,1110,7678
11018,1110,7679
11019,1111,7679
11020,1111,7680
11021,1111,7681
11022,1111,7682
11023,1111,7683
11024,1111,7683
11025,1111,7684
11026,1111,7685
11027,1111,7686
11028,1111,7687
11029,1111,7687
11030,1111,7688
11031,1111,7688
11032,1111,7689
11033,1111,7690
11034,1111,7691
11035,1111,7692
11036,1111,7692
11037,1111,7692
11038,1112,7692
11039,1112,7693
11040,1113,7694
11041,1113,7695
11042,1113,7695
11043,1113,7696
11044,1113,7697
11045,1113,7698
11046,1113,7699
11047,1113,7699
11048,1113,7700
11049,1113,7700
11050,1113,7701
11051,1113,7701
11052,1113,7702
11053,1113,7703
11054,1113,7704
11055,1113,7705
11056,1113,7705
11057,1113,7706
11058,1113,7706
11059,1113,7706
11060,1113,7706
11061,1113,7706
11062,1113,7707
11063,1113,7708
11064,1113,7709
11065,1114,7710
11066,1114,7711
11067,1114,7712
11068,1114,7713
11069,1114,7714
11070,1114,7715
11071,1114,7716
11072,1114,7716
11073,1114,7716
11074,1114,7717
11075,1114,7718
11076,1114,7718
11077,1114,7719
11078,1115,7720
11079,1115,7721
11080,1115,7722
11081,1115,7722
11082,1115,7723
11083,1115,7724
11084,1115,7725
11085,1115,7726
11086,1115,7726
11087,1115,7726
11088,1115,7727
11089,1115,7728
11090,1115,7729
11091,1115,7730
11092,1115,7730
11093,1115,7730
11094,1115,7731
11095,1115,7731
11096,1115,7732
11097,1115,7733
11098,1115,7734
11099,1115,7734
11100,1115,7735
11101,1115,7736
11102,1115,7736
11103,1115,7736
11104,1115,7736
11105,1115,7737
11106,1115,7737
11107,1115,7737
11108,1115,7737
11109,1115,7738
11110,1115,7739
11111,1115,7740
11112,1115,7741
11113,1115,7742
11114,1115,7742
11115,1115,7743
11116,1115,7744
11117,1115,7745
11118,1115,7746
11119,1115,7747
11120,1115,7748
11121,1115,7749
11122,1115,7749
11123,1115,7750
11124,1115,7751
11125,1115,7752
11126,1115,7753
11127,1115,7754
11128,1115,7755
11129,1115,7755
11130,1116,7756
11131,1116,7757
11132,1116,7757
11133,1116,7758
11134,1116,7759
11135,1116,7760
11136,1116,7760
11137,1116,7760
11138,1116,7761
11139,1116,7761
11140,1117,7761
11141,1117,7762
11142,1118,7763
11143,1118,7763
11144,1118,7763
11145,1118,7763
11146,1118,7764
11147,1118,7764
11148,1118,7765
11149,1118,7765
11150,1119,7766
11151,1119,7767
11152,1119,7767
11153,1119,7768
11154,1119,7768
11155,1119,7768
11156,1119,7769
11157,1119,7770
11158,1119,7770
11159,1119,7770
11160,1119,7771
11161,1119,7772
11162,1119,7773
11163,1119,7774
11164,1119,7775
11165,1120,7776
11166,1121,7776
11167,1121,7777
11168,1121,7778
11169,1121,7779
11170,1122,7780
11171,1122,7781
11172,1122,7782
11173,1123,7783
11174,1124,7783
11175,1124,7783
11176,1124,7784
11177,1124,7785
11178,1124,7786
11179,1124,7786
11180,1124,7786
11181,1124,7786
11182,1124,7786
11183,1124,7786
11184,1124,7787
11185,1124,7788
11186,1124,7788
11187,1124,7788
11188,1124,7789
11189,1124,7789
11190,1125,7790
11191,1125,7791
11192,1125,7792
11193,1125,7793
11194,1125,7794
11195,1125,7795
11196,1125,7796
11197,1125,7796
11198,1125,7797
11199,1125,7798
11200,1125,7798
11201,1125,7799
11202,1126,7799
11203,1126,7800
11204,1126,7801
11205,1126,7802
11206,1126,7803
11207,1126,7804
11208,1126,7804
11209,1127,7805
11210,1127,7805
11211,1128,7806
11212,1128,7806
11213,1128,7807
11214,1128,7808
11215,1128,7808
11216,1128,7809
11217,1128,7810
11218,1128,7811
11219,1128,7811
11220,1128,7812
11221,1129,7813
11222,1129,7814
11223,1129,7815
11224,1130,7815
11225,1130,7815
11226,1130,7816
11227,1130,7817
11228,1130,7818
11229,1130,7819
11230,1130,7819
11231,1131,7820
11232,1131,7820
11233,1131,7821
11234,1131,7822
11235,1131,7822
11236,1131,7823
11237,1131,7824
11238,1132,7825
11239,1132,7826
11240,1132,7827
11241,1133,7828
11242,1133,7829
11243,1133,7830
11244,1133,7831
11245,1133,7832
11246,1133,7833
11247,1133,7834
11248,1133,7835
11249,1133,7835
11250,1133,7836
11251,1133,7837
11252,1133,7837
11253,1133,7838
11254,1133,7839
11255,1133,7840
11256,1133,7841
11257,1133,7842
11258,1133,7843
11259,1133,7844
11260,1133,7844
11261,1133,7844
11262,1133,7845
11263,1133,7845
11264,1133,7846
11265,1133,7847
11266,1133,7848
11267,1133,7848
11268,1133,7848
11269,1133,7849
11270,1133,7850
11271,1133,7851
11272,1133,7852
11273,1133,7852
11274,1133,7853
11275,1134,7854
11276,1134,7854
11277,1134,7854
11278,1134,7855
11279,1134,7856
11280,1134,7857
11281,1134,7858
11282,1134,7859
11283,1134,7859
11284,1134,7859
11285,1134,7860
11286,1134,7861
11287,1134,7862
11288,1134,7862
11289,1134,7863
11290,1134,7864
11291,1134,7865
11292,1134,7866
11293,1134,7867
11294,1134,7867
11295,1134,7867
11296,1134,7868
11297,1134,7868
11298,1134,7869
11299,1134,7869
11300,1134,7870
11301,1134,7870
11302,1135,7871
11303,1135,7872
11304,1135,7873
11305,1136,7873
11306,1136,7873
11307,1136,7874
11308,1136,7875
11309,1136,7875
11310,1137,7875
11311,1137,7876
11312,1137,7877
11313,1137,7878
11314,1137,7878
11315,1137,7879
11316,1138,7880
11317,1138,7881
11318,1138,7882
11319,1138,7883
11320,1138,7884
11321,1138,7884
11322,1138,7885
11323,1139,7886
11324,1139,7887
11325,1139,7888
11326,1139,7888
11327,1139,7888
11328,1139,7889
11329,1139,7889
11330,1139,7889
11331,1139,7890
11332,1139,7891
11333,1139,7891
11334,1139,7891
11335,1139,7891
11336,1139,7891
11337,1139,7892
11338,1139,7893
11339,1139,7894
11340,1139,7895
11341,1139,7896
11342,1139,7897
11343,1139,7897
11344,1139,7898
11345,1139,7899
11346,1139,7900
11347,1139,7901
11348,1139,7902
11349,1139,7903
11350,1140,7904
11351,1140,7905
11352,1140,7905
11353,1140,7905
11354,1140,7906
11355,1140,7907
11356,1140,7908
11357,1140,7909
11358,1140,7909
11359,1141,7910
11360,1142,7910
11361,1142,7911
11362,1142,7912
11363,1142,7912
11364,1143,7912
11365,1143,7913
11366,1143,7914
11367,1143,7915
11368,1143,7916
11369,1143,7917
11370,1144,7918
11371,1144,7919
11372,1144,7920
11373,1144,7921
11374,1144,7921
11375,1144,7921
11376,1144,7922
11377,1144,7923
11378,1144,7923
11379,1145,7923
11380,1145,7923
11381,1145,7924
11382,1145,7925
11383,1145,7926
11384,1146,7927
11385,1146,7927
11386,1146,7928
11387,1146,7929
11388,1146,7930
11389,1146,7931
11390,1147,7932
11391,1148,7933
11392,1148,7934
11393,1148,7934
11394,1148,7935
11395,1148,7935
11396,1149,7935
11397,1149,7935
11398,1149,7936
11399,1149,7937
11400,1149,7937
11401,1149,7938
11402,1149,7939
11403,1149,7940
11404,1149,7941
11405,1149,7941
11406,1150,7942
11407,1150,7942
11408,1150,7943
11409,1150,7944
11410,1151,7945
11411,1151,7946
11412,1151,7947
11413,1151,7948
11414,1151,7949
11415,1151,7950
11416,1151,7951
11417,1151,7952
11418,1151,7953
11419,1152,7954
11420,1152,7955
11421,1153,7956
11422,1153,7956
11423,1153,7957
11424,1153,7957
11425,1153,7957
11426,1153,7958
11427,1153,7959
11428,1153,7959
11429,1153,7959
11430,1153,7960
11431,1153,7961
11432,1153,7962
11433,1153,7962
11434,1153,7963
11435,1153,7964
11436,1153,7965
11437,1153,7966
11438,1153,7967
11439,1153,7967
11440,1153,7968
11441,1153,7969
11442,1153,7970
11443,1153,7971
11444,1153,7972
11445,1153,7973
11446,1153,7974
11447,1153,7975
11448,1153,7975
11449,1153,7976
11450,1153,7977
11451,1153,7977
11452,1153,7977
11453,1153,7978
11454,1153,7979
11455,1153,7980
11456,1153,7981
11457,1153,7981
11458,1153,7981
11459,1154,7982
11460,1155,7983
11461,1155,7983
11462,1155,7984
11463,1155,7985
11464,1155,7985
11465,1155,7986
11466,1155,7986
11467,1155,7987
11468,1155,7987
11469,1155,7988
11470,1155,7989
11471,1155,7990
11472,1155,7991
11473,1155,7992
11474,1155,7992
11475,1155,7993
11476,1155,7993
11477,1155,7994
11478,1155,7994
11479,1156,7995
11480,1156,7995
11481,1156,7996
11482,1156,7997
11483,1156,7998
11484,1156,7999
11485,1156,8000
11486,1156,8000
11487,1156,8001
11488,1156,8002
11489,1156,8003
11490,1156,8004
11491,1157,8004
11492,1157,8004
11493,1157,8004
11494,1158,8004
11495,1159,8005
11496,1160,8006
11497,1160,8007
11498,1160,8007
11499,1160,8008
11500,1160,8009
11501,1160,8010
11502,1161,8011
11503,1161,8012
11504,1161,8012
11505,1161,8013
11506,1161,8014
11507,1161,8015
11508,1161,8016
11509,1161,8016
11510,1161,8017
11511,1161,8018
11512,1161,8019
11513,1161,8019
11514,1161,8020
11515,1161,8021
11516,1161,8022
11517,1161,8022
11518,1161,8023
11519,1161,8024
11520,1161,8024
11521,1161,8024
11522,1161,8024
11523,1161,8024
11524,1161,8024
11525,1161,8025
11526,1161,8026
11527,1161,8027
11528,1162,8028
11529,1162,8029
11530,1162,8030
11531,1162,8030
11532,1162,8031
11533,1162,8032
11534,1162,8033
11535,1162,8034
11536,1162,8035
11537,1163,8035
11538,1163,8036
11539,1163,8036
11540,1163,8037
11541,1164,8038
11542,1164,8038
11543,1164,8038
11544,1164,8038
11545,1164,8039
11546,1164,8040
11547,1164,8041
11548,1165,8042
11549,1165,8043
11550,1165,8044
11551,1165,8045
11552,1165,8046
11553,1165,8046
11554,1165,8047
11555,1165,8048
11556,1165,8049
11557,1166,8049
11558,1166,8050
11559,1167,8051
11560,1167,8052
11561,1167,8053
11562,1167,8053
11563,1167,8054
11564,1167,8055
11565,1167,8055
11566,1168,8056
11567,1169,8056
11568,1169,8057
11569,1169,8058
11570,1169,8059
11571,1169,8060
11572,1169,8061
11573,1169,8062
11574,1169,8062
11575,1169,8063
11576,1169,8064
11577,1169,8064
11578,1169,8065
11579,1169,8065
11580,1169,8066
11581,1169,8067
11582,1169,8068
11583,1169,8068
11584,1169,8069
11585,1169,8070
11586,1169,8071
11587,1169,8072
11588,1169,8073
11589,1169,8074
11590,1169,8074
11591,1169,8075
11592,1169,8076
11593,1169,8076
11594,1169,8077
11595,1169,8078
11596,1170,8079
11597,1170,8079
11598,1170,8080
11599,1170,8081
11600,1170,8082
11601,1170,8082
11602,1170,8083
11603,1170,8083
11604,1171,8084
11605,1172,8085
11606,1172,8086
11607,1172,8087
11608,1172,8087
11609,1172,8088
11610,1172,8089
11611,1172,8090
11612,1172,8090
11613,1172,8090
11614,1172,8090
11615,1172,8090
11616,1172,8091
11617,1172,8092
11618,1172,8092
11619,1172,8092
11620,1172,8092
11621,1172,8093
11622,1172,8094
11623,1172,8095
11624,1172,8096
11625,1172,8097
11626,1172,8098
11627,1172,8099
11628,1172,8100
11629,1172,8101
11630,1172,8102
11631,1172,8103
11632,1172,8104
11633,1172,8105
11634,1172,8106
11635,1172,8107
11636,1172,8108
11637,1172,8109
11638,1172,8109
11639,1172,8110
11640,1173,8111
11641,1173,8112
11642,1173,8113
11643,1173,8114
11644,1173,8115
11645,1173,8116
11646,1173,8117
11647,1173,8118
11648,1173,8119
11649,1173,8120
11650,1173,8121
11651,1173,8122
11652,1173,8123
11653,1173,8124
11654,1173,8125
11655,1173,8126
11656,1173,8126
11657,1173,8126
11658,1173,8127
11659,1173,8128
11660,1173,8129
11661,1173,8130
11662,1173,8131
11663,1173,8132
11664,1173,8133
11665,1173,8133
11666,1173,8134
11667,1173,8135
11668,1173,8136
11669,1173,8137
11670,1173,8138
11671,1173,8138
11672,1173,8138
11673,1173,8139
11674,1173,8140
11675,1173,8140
11676,1173,8141
11677,1173,8142
11678,1173,8143
11679,1173,8143
11680,1174,8144
11681,1174,8145
11682,1174,8146
11683,1174,8146
11684,1174,8146
11685,1174,8147
11686,1174,8148
11687,1174,8149
11688,1174,8150
11689,1174,8151
11690,1174,8151
11691,1174,8152
11692,1174,8152
11693,1175,8153
11694,1175,8153
11695,1176,8154
11696,1177,8155
11697,1177,8156
11698,1177,8156
11699,1178,8157
11700,1178,8157
11701,1178,8157
11702,1178,8157
11703,1178,8158
11704,1178,8159
11705,1178,8160
11706,1178,8160
11707,1178,8161
11708,1178,8162
11709,1178,8163
11710,1178,8163
11711,1178,8164
11712,1178,8165
11713,1178,8165
11714,1178,8166
11715,1178,8166
11716,1178,8167
11717,1178,8167
11718,1179,8167
11719,1179,8168
11720,1180,8168
11721,1180,8169
11722,1180,8170
11723,1180,8170
11724,1180,8170
11725,1180,8171
11726,1180,8172
11727,1180,8172
11728,1181,8173
11729,1181,8174
11730,1181,8174
11731,1181,8175
11732,1181,8175
11733,1181,8176
11734,1181,8177
11735,1181,8178
11736,1181,8178
11737,1181,8179
11738,1181,8180
11739,1181,8181
11740,1181,8181
11741,1181,8182
11742,1181,8183
11743,1181,8184
11744,1181,8185
11745,1182,8186
11746,1182,8186
11747,1182,8186
11748,1182,8186
11749,1182,8186
11750,1182,8186
11751,1183,8186
11752,1183,8186
11753,1183,8186
11754,1183,8187
11755,1184,8188
11756,1184,8188
11757,1184,8189
11758,1184,8190
11759,1184,8190
11760,1184,8190
11761,1184,8190
11762,1184,8191
11763,1184,8192
11764,1184,8192
11765,1184,8192
11766,1184,8193
11767,1184,8194
11768,1184,8195
11769,1184,8195
11770,1184,8196
11771,1184,8197
11772,1184,8198
11773,1184,8199
11774,1184,8200
11775,1184,8201
11776,1185,8202
11777,1185,8203
11778,1186,8204
11779,1186,8204
11780,1186,8204
11781,1186,8205
11782,1186,8206
11783,1186,8207
11784,1187,8207
11785,1187,8208
11786,1187,8209
11787,1187,8210
11788,1187,8211
11789,1187,8212
11790,1187,8212
11791,1187,8213
11792,1187,8213
11793,1187,8214
11794,1187,8215
11795,1187,8216
11796,1187,8217
11797,1187,8217
11798,1187,8218
11799,1187,8219
11800,1187,8220
11801,1187,8221
11802,1187,8221
11803,1187,8221
11804,1187,8222
11805,1187,8223
11806,1187,8223
11807,1187,8224
11808,1187,8225
11809,1188,8226
11810,1188,8226
11811,1188,8226
11812,1188,8227
11813,1188,8228
11814,1188,8228
11815,1188,8229
11816,1188,8230
11817,1188,8231
11818,1188,8232
11819,1188,8233
11820,1188,8234
11821,1189,8234
11822,1189,8234
11823,1189,8235
11824,1189,8236
11825,1189,8237
11826,1189,8238
11827,1189,8239
11828,1190,8240
11829,1190,8241
11830,1190,8242
11831,1190,8243
11832,1190,8244
11833,1190,8244
11834,1190,8245
11835,1190,8245
11836,1190,8246
11837,1190,8247
11838,1190,8247
11839,1191,8248
11840,1192,8249
11841,1192,8250
11842,1192,8251
11843,1192,8251
11844,1193,8252
11845,1193,8252
11846,1193,8252
11847,1193,8253
11848,1194,8254
11849,1194,8255
11850,1194,8256
11851,1194,8256
11852,1194,8257
11853,1194,8258
11854,1194,8259
11855,1194,8260
11856,1194,8261
11857,1194,8262
11858,1194,8263
11859,1194,8264
11860,1194,8265
11861,1194,8266
11862,1194,8267
11863,1194,8267
11864,1194,8267
11865,1194,8268
11866,1195,8268
11867,1195,8268
11868,1195,8269
11869,1195,8270
11870,1195,8270
11871,1195,8271
11872,1195,8272
11873,1195,8273
11874,1195,8274
11875,1195,8275
11876,1195,8275
11877,1195,8276
11878,1196,8277
11879,1196,8277
11880,1196,8278
11881,1196,8279
11882,1196,8279
11883,1196,8280
11884,1196,8281
11885,1196,8282
11886,1196,8282
11887,1196,8282
11888,1196,8283
11889,1196,8284
11890,1196,8285
11891,1196,8286
11892,1196,8287
11893,1197,8287
11894,1197,8288
11895,1197,8289
11896,1197,8290
11897,1197,8291
11898,1198,8292
11899,1198,8293
11900,1198,8293
11901,1198,8294
11902,1198,8294
11903,1198,8295
11904,1198,8296
11905,1198,8296
11906,1198,8296
11907,1198,8297
11908,1199,8298
11909,1199,8299
11910,1199,8300
11911,1199,8300
11912,1199,8301
11913,1199,8301
11914,1199,8302
11915,1199,8303
11916,1199,8304
11917,1200,8304
11918,1200,8304
11919,1200,8305
11920,1201,8305
11921,1201,8306
11922,1201,8306
11923,1201,8307
11924,1202,8308
11925,1202,8309
11926,1202,8309
11927,1202,8309
11928,1202,8310
11929,1202,8310
11930,1202,8311
11931,1202,8312
11932,1202,8313
11933,1202,8314
11934,1203,8315
11935,1203,8315
11936,1203,8315
11937,1203,8315
11938,1204,8316
11939,1204,8316
11940,1204,8317
11941,1204,8317
11942,1204,8317
11943,1204,8318
11944,1204,8319
11945,1204,8320
11946,1204,8321
11947,1204,8322
11948,1204,8323
11949,1204,8323
11950,1204,8324
11951,1204,8324
11952,1204,8325
11953,1205,8326
11954,1206,8327
11955,1206,8328
11956,1206,8329
11957,1207,8330
11958,1208,8331
11959,1208,8332
11960,1208,8333
11961,1208,8334
11962,1208,8335
11963,1208,8336
11964,1208,8336
11965,1208,8337
11966,1208,8337
11967,1208,8338
11968,1208,8339
11969,1208,8340
11970,1208,8340
11971,1208,8340
11972,1209,8341
11973,1209,8342
11974,1209,8343
11975,1209,8344
11976,1209,8344
11977,1209,8344
11978,1209,8345
11979,1209,8346
11980,1209,8347
11981,1209,8348
11982,1209,8349
11983,1209,8350
11984,1209,8351
11985,1209,8352
11986,1209,8353
11987,1209,8354
11988,1209,8355
11989,1209,8355
11990,1209,8355
11991,1209,8356
11992,1209,8357
11993,1209,8357
11994,1210,8357
11995,1210,8358
11996,1210,8359
11997,1210,8360
11998,1210,8361
11999,1211,8362
12000,1211,8362
12001,1211,8362
12002,1211,8363
12003,1212,8364
12004,1212,8365
12005,1212,8366
12006,1212,8367
12007,1212,8368
12008,1212,8369
12009,1212,8370
12010,1212,8371
12011,1212,8372
12012,1212,8373
12013,1212,8374
12014,1212,8374
12015,1212,8375
12016,1212,8376
12017,1213,8377
12018,1214,8377
12019,1214,8378
12020,1214,8378
12021,1214,8379
12022,1214,8380
12023,1214,8380
12024,1215,8381
12025,1216,8382
12026,1216,8383
12027,1216,8383
12028,1216,8383
12029,1216,8384
12030,1216,8385
12031,1216,8386
12032,1216,8386
12033,1216,8386
12034,1216,8387
12035,1216,8388
12036,1217,8389
12037,1217,8390
12038,1217,8391
12039,1217,8391
12040,1217,8392
12041,1218,8393
12042,1218,8394
12043,1218,8395
12044,1218,8395
12045,1218,8396
12046,1218,8396
12047,1218,8397
12048,1218,8397
12049,1218,8398
12050,1218,8399
12051,1218,8399
12052,1218,8399
12053,1218,8400
12054,1218,8401
12055,1218,8402
12056,1218,8403
12057,1219,8404
12058,1219,8405
12059,1219,8406
12060,1219,8407
12061,1219,8408
12062,1219,8409
12063,1219,8410
12064,1219,8411
12065,1219,8412
12066,1219,8413
12067,1219,8413
12068,1219,8414
12069,1219,8415
12070,1219,8416
12071,1219,8417
12072,1219,8418
12073,1219,8419
12074,1219,8420
12075,1219,8421
12076,1220,8422
12077,1220,8423
12078,1220,8424
12079,1220,8425
12080,1220,8425
12081,1220,8425
12082,1221,8426
12083,1221,8426
12084,1221,8426
12085,1221,8426
12086,1221,8426
12087,1221,8427
12088,1221,8428
12089,1221,8428
12090,1221,8429
12091,1221,8430
12092,1221,8431
12093,1221,8432
12094,1221,8433
12095,1221,8433
12096,1221,8434
12097,1221,8434
12098,1221,8435
12099,1221,8436
12100,1221,8437
12101,1221,8438
12102,1222,8438
12103,1222,8439
12104,1222,8439
12105,1222,8440
12106,1222,8441
12107,1222,8442
12108,1222,8443
12109,1222,8444
12110,1222,8444
12111,1223,8445
12112,1223,8445
12113,1223,8446
12114,1223,8447
12115,1223,8447
12116,1223,8448
12117,1223,8449
12118,1223,8449
12119,1223,8450
12120,1223,8450
12121,1223,8451
12122,1223,8452
12123,1223,8452
12124,1223,8453
12125,1223,8454
12126,1223,8454
12127,1224,8455
12128,1224,8456
12129,1224,8457
12130,1224,8457
12131,1224,8458
12132,1224,8459
12133,1224,8460
12134,1224,8461
12135,1224,8462
12136,1224,8463
12137,1224,8464
12138,1224,8465
12139,1224,8466
12140,1224,8467
12141,1224,8467
12142,1224,8468
12143,1224,8469
12144,1224,8470
12145,1224,8470
12146,1224,8470
12147,1224,8471
12148,1224,8472
12149,1224,8472
12150,1224,8473
12151,1224,8473
12152,1224,8474
12153,1224,8474
12154,1224,8475
12155,1224,8476
12156,1224,8477
12157,1225,8477
12158,1225,8478
12159,1226,8479
12160,1226,8480
12161,1226,8481
12162,1226,8482
12163,1226,8483
12164,1226,8484
12165,1226,8484
12166,1226,8484
12167,1226,8485
12168,1226,8485
12169,1226,8486
12170,1226,8487
12171,1226,8488
12172,1226,8489
12173,1226,8490
12174,1226,8491
12175,1226,8492
12176,1226,8493
12177,1226,8493
12178,1226,8494
12179,1226,8494
12180,1226,8494
12181,1226,8495
12182,1226,8495
12183,1226,8496
12184,1226,8497
12185,1226,8498
12186,1226,8498
12187,1226,8499
12188,1226,8500
12189,1227,8500
12190,1227,8501
12191,1227,8501
12192,1227,8502
12193,1227,8503
12194,1227,8504
12195,1227,8504
12196,1227,8505
12197,1227,8506
12198,1227,8507
12199,1227,8508
12200,1227,8509
12201,1227,8510
12202,1227,8511
12203,1227,8512
12204,1227,8512
12205,1227,8512
12206,1228,8513
12207,1228,8514
12208,1228,8514
12209,1228,8514
12210,1228,8514
12211,1228,8514
12212,1228,8515
12213,1228,8515
12214,1228,8515
12215,1228,8516
12216,1229,8516
12217,1229,8517
12218,1229,8518
12219,1229,8519
12220,1229,8520
12221,1229,8521
12222,1229,8522
12223,1229,8523
12224,1229,8524
12225,1229,8525
12226,1230,8526
12227,1231,8527
12228,1231,8528
12229,1232,8529
12230,1232,8530
12231,1232,8531
12232,1233,8532
12233,1233,8532
12234,1233,8533
12235,1233,8533
12236,1233,8533
12237,1233,8533
12238,1233,8534
12239,1233,8534
12240,1233,8535
12241,1233,8536
12242,1233,8537
12243,1233,8538
12244,1233,8539
12245,1233,8540
12246,1233,8540
12247,1234,8540
12248,1234,8541
12249,1234,8542
12250,1234,8543
12251,1234,8544
12252,1234,8544
12253,1235,8545
12254,1235,8545
12255,1236,8546
12256,1236,8547
12257,1236,8547
12258,1236,8547
12259,1236,8547
12260,1236,8548
12261,1236,8548
12262,1236,8548
12263,1236,8549
12264,1237,8550
12265,1237,8550
12266,1237,8551
12267,1237,8551
12268,1237,8552
12269,1238,8553
12270,1238,8554
12271,1238,8555
12272,1238,8556
12273,1239,8556
12274,1239,8556
12275,1239,8557
12276,1239,8558
12277,1239,8558
12278,1239,8559
12279,1239,8559
12280,1239,8560
12281,1239,8561
12282,1239,8562
12283,1239,8563
12284,1239,8564
12285,1239,8565
12286,1239,8566
12287,1240,8566
12288,1241,8567
12289,1241,8568
12290,1241,8569
12291,1241,8569
12292,1241,8569
12293,1241,8570
12294,1241,8571
12295,1241,8572
12296,1241,8573
12297,1241,8574
12298,1241,8575
12299,1241,8576
12300,1241,8576
12301,1241,8577
12302,1241,8578
12303,1241,8579
12304,1242,8579
12305,1242,8580
12306,1242,8581
12307,1242,8582
12308,1242,8583
12309,1242,8584
12310,1242,8585
12311,1243,8586
12312,1243,8587
12313,1243,8587
12314,1244,8588
12315,1244,8589
12316,1245,8590
12317,1246,8591
12318,1246,8592
12319,1246,8593
12320,1246,8594
12321,1246,8595
12322,1246,8596
12323,1246,8597
12324,1246,8598
12325,1246,8599
12326,1246,8599
12327,1246,8599
12328,1246,8599
12329,1246,8600
12330,1246,8601
12331,1246,8601
12332,1247,8601
12333,1247,8601
12334,1247,8602
12335,1247,8602
12336,1247,8602
12337,1247,8603
12338,1247,8604
12339,1247,8605
12340,1247,8606
12341,1247,8607
12342,1247,8607
12343,1247,8607
12344,1247,8608
12345,1248,8609
12346,1249,8609
12347,1249,8609
12348,1249,8609
12349,1250,8610
12350,1250,8611
12351,1250,8612
12352,1250,8613
12353,1250,8614
12354,1250,8615
12355,1250,8616
12356,1250,8617
12357,1250,8618
12358,1250,8619
12359,1250,8620
12360,1250,8621
12361,1250,8622
12362,1250,8623
12363,1250,8624
12364,1250,8624
12365,1251,8625
12366,1251,8626
12367,1251,8627
12368,1251,8627
12369,1251,8627
12370,1251,8628
12371,1251,8628
12372,1251,8628
12373,1251,8628
12374,1251,8629
12375,1251,8630
12376,1252,8630
12377,1252,8630
12378,1253,8631
12379,1253,8631
12380,1253,8632
12381,1253,8632
12382,1253,8632
12383,1253,8633
12384,1253,8634
12385,1253,8634
12386,1253,8635
12387,1253,8635
12388,1254,8636
12389,1255,8636
12390,1255,8637
12391,1255,8638
12392,1255,8639
12393,1255,8640
12394,1255,8641
12395,1255,8641
12396,1255,8642
12397,1255,8642
12398,1255,8643
12399,1255,8644
12400,1255,8645
12401,1255,8646
12402,1255,8647
12403,1255,8647
12404,1255,8648
12405,1255,8649
12406,1255,8650
12407,1255,8651
12408,1255,8652
12409,1255,8653
12410,1255,8654
12411,1255,8655
12412,1256,8656
12413,1256,8657
12414,1256,8658
12415,1256,8659
12416,1256,8660
12417,1256,8660
12418,1256,8661
12419,1256,8662
12420,1257,8663
12421,1258,8664
12422,1258,8665
12423,1258,8666
12424,1258,8667
12425,1258,8668
12426,1258,8669
12427,1258,8670
12428,1258,8671
12429,1258,8672
12430,1258,8673
12431,1258,8674
12432,1258,8674
12433,1258,8675
12434,1258,8676
12435,1259,8677
12436,1259,8678
12437,1259,8679
12438,1259,8680
12439,1259,8681
12440,1259,8681
12441,1259,8682
12442,1259,8682
12443,1259,8682
12444,1259,8683
12445,1259,8684
12446,1259,8685
12447,1259,8686
12448,1259,8686
12449,1259,8687
12450,1260,8688
12451,1260,8689
12452,1260,8689
12453,1260,8690
12454,1260,8690
12455,1260,8690
12456,1260,8691
12457,1260,8692
12458,1260,8693
12459,1260,8694
12460,1260,8695
12461,1260,8696
12462,1260,8697
12463,1261,8697
12464,1261,8698
12465,1261,8699
12466,1261,8700
12467,1262,8701
12468,1262,8701
12469,1262,8701
12470,1262,8702
12471,1263,8703
12472,1263,8704
12473,1263,8704
12474,1263,8705
12475,1264,8706
12476,1264,8706
12477,1264,8706
12478,1264,8707
12479,1264,8707
12480,1264,8707
12481,1264,8707
12482,1264,8707
12483,1264,8708
12484,1265,8709
12485,1266,8709
12486,1266,8709
12487,1266,8709
12488,1267,8710
12489,1267,8711
12490,1267,8711
12491,1268,8712
12492,1268,8713
12493,1268,8714
12494,1268,8715
12495,1268,8715
12496,1268,8716
12497,1269,8716
12498,1269,8717
12499,1269,8718
12500,1269,8719
12501,1269,8719
12502,1269,8720
12503,1270,8721
12504,1270,8722
12505,1271,8722
12506,1271,8723
12507,1271,8724
12508,1271,8725
12509,1272,8725
12510,1272,8726
12511,1272,8727
12512,1272,8727
12513,1272,8728
12514,1273,8729
12515,1273,8729
12516,1273,8729
12517,1273,8729
12518,1273,8729
12519,1273,8730
12520,1273,8731
12521,1273,8732
12522,1273,8733
12523,1273,8734
12524,1273,8735
12525,1273,8736
12526,1273,8736
12527,1273,8737
12528,1274,8738
12529,1274,8739
12530,1274,8740
12531,1274,8740
12532,1275,8741
12533,1275,8741
12534,1275,8742
12535,1275,8742
12536,1275,8742
12537,1275,8743
12538,1275,8744
12539,1275,8745
12540,1275,8746
12541,1275,8747
12542,1275,8748
12543,1275,8749
12544,1275,8749
12545,1275,8750
12546,1275,8750
12547,1275,8751
12548,1275,8751
12549,1275,8752
12550,1275,8753
12551,1275,8754
12552,1275,8755
12553,1275,8756
